Data_Year,ID,Name,Address,ZIP Code,Community Area,Primary Property Type,SqFt,Year_Built,# of Buildings,ENERGY STAR Score,Electricity Use (kBtu),Natural Gas Use (kBtu),District Steam Use (kBtu),District Chilled Water Use (kBtu),All Other Fuel Use (kBtu),Site_EUI_kBtu_sqft,Source EUI (kBtu/sq ft),Weather_Normalized_Site_EUI_kBtu_sqft,Weather Normalized Source EUI (kBtu/sq ft),Total GHG Emissions (Metric Tons CO2e),GHG Intensity (kg CO2e/sq ft),Latitude,Longitude,Location
2017,172788,Lake Meadows 4,3440 S Cottage Grove,60616,DOUGLAS,Multifamily Housing,107500,1952,1,45,881306,12104646,,,,120.8,144,130,153.6,805.9,7.5,41.84550365,-87.63055693,"(41.84550365, -87.63055693)"
2017,105653,601 Condominium,601 E 32nd Street,60616,DOUGLAS,Multifamily Housing,190893,1958,1,6,5006718,18050316,,,,120.8,181.6,130.3,192.4,1884.5,9.9,41.84550365,-87.63055693,"(41.84550365, -87.63055693)"
2015,171924,207,4640 S. Halsted,60609,NEW CITY,Supermarket/Grocery Store,146189,1955,1,90,11253929,6406242,,,,120.8,287.7,123.9,291,2601,17.8,41.81001104,-87.64727171,"(41.81001104, -87.64727171)"
2016,159311,(ILCH1212) - Park Michigan [external],1212 S. Michigan Ave.,60605,NEAR SOUTH SIDE,Multifamily Housing,325968,1982,1,1,18920253.1,20448077.9,,,,120.8,248.1,120.8,248.1,4573.5,14,41.86688247,-87.62463952,"(41.86688247, -87.62463952)"
2016,241042,100 E Walton CA,100 E Walton Street,60611,NEAR NORTH SIDE,Multifamily Housing,332982,1972,1,21,13162987.6,27031899.3,,,,120.7,209.4,129.6,215.5,3862,11.6,41.90023254,-87.62510666,"(41.90023254, -87.62510666)"
2016,254011,Sheridan Grande Condominium Association,4848 N. Sheridan Rd.,60640,Uptown,Multifamily Housing,77354,2006,1,10,3101818.5,6235052.4,,,,120.7,210.5,127.4,214.2,902.9,11.7,41.9726457,-87.66491,"(41.9726457, -87.66491)"
2015,121102,Lakeview Medical Campus LLC,1333 West Belmont ,60657,LAKE VIEW,Medical Office,53403,2011,1,15,6299306,144989,,,,120.7,373.2,120.9,373.5,1273,23.8,41.93972142,-87.66227322,"(41.93972142, -87.66227322)"
2017,252091,1301 East 47th Street,1301 East 47th Street,60653,KENWOOD,Other - Recreation,92000,1999,1,,3329860,7766700,,,,120.6,202.3,130.8,213,1028.2,11.2,41.80917058,-87.59395543,"(41.80917058, -87.59395543)"
2017,251240,5757 N. Sheridan Condominium Association,5757 N. Sheridan,60660,EDGEWATER,Multifamily Housing,197627,1962,1,35,1543261,22276800,,,,120.5,142.9,134.5,157.7,1468.6,7.4,41.98719804,-87.65477168,"(41.98719804, -87.65477168)"
2015,159736,United Winthrop Tower Cooperative,4848 N Winthrop Ave,60640,UPTOWN,Multifamily Housing,250000,1969,1,,5302497,24829250,,,,120.5,170.9,123.5,174.1,2384,9.5,41.97071156,-87.65797598,"(41.97071156, -87.65797598)"
2016,251715,National Tea-CPS,55 W Cermak Rd,60616,NEAR SOUTH SIDE,K-12 School,156400,2002,1,10,8885666.9,9929749.1,,,,120.3,245.1,125.6,247.3,2165.2,13.8,41.85190289,-87.6287597,"(41.85190289, -87.6287597)"
2016,159936,7130 Cyril Court Apartments,7130 S. Cyril Ct.,60649,SOUTH SHORE,Multifamily Housing,81140,1929,1,33,1341714.4,8418473,,,,120.3,160.9,132.7,173.9,694.5,8.6,41.76506128,-87.57735119,"(41.76506128, -87.57735119)"
2016,251295,Presence Resurrection Life Center,7370 West Talcott Avenue,60631,NORWOOD PARK,Senior Care Community,89268,1998,1,22,5277111.8,5460400.1,,,,120.3,249.8,125.2,252.8,1262.7,14.1,41.98896409,-87.81119146,"(41.98896409, -87.81119146)"
2017,251534,Smith-CPS,730 E 103RD ST,60628,PULLMAN,K-12 School,76920,1974,1,6,4627586,4614265,,,,120.1,251.9,131.1,262.5,1100.7,14.3,41.70781895,-87.60526513,"(41.70781895, -87.60526513)"
2016,234897,55 East Erie Condominium Association,55 East Erie Street,60611,NEAR NORTH SIDE,Multifamily Housing,458666,2003,1,2,25612249.7,17208791.2,,12244476.1,,120.1,241.4,122.5,250.4,,,41.89394834,-87.6261195,"(41.89394834, -87.6261195)"
2016,105768,Clarendon Shores,4750 N. Clarendon Avenue,60640,UPTOWN,Multifamily Housing,50898,1959,1,37,1074851.7,5040122.3,,,,120.1,170.3,129.4,178.9,465.8,9.2,41.97223008,-87.6645957,"(41.97223008, -87.6645957)"
2017,252043,Renee Granville-Grossman Residential Commons,6031 South Ellis Avenue,60637,WOODLAWN,Residence Hall/Dormitory,338679,2009,1,33,11100280,590000,19237727,9728040,,120,201.8,124.7,207.7,3873.7,11.4,41.785279,-87.601124,"(41.785279, -87.601124)"
2014,103692,CNA Building,333 S. Wabash,60685,LOOP,Office,1274198,1974,1,58,85319448,67417316,,,,120,266,116,262,20723,16.26,41.87740181,-87.62564302,"(41.87740181, -87.62564302)"
2016,102556,Gateway Apartments (Sneider Apartments),7450 N Rogers,60626,ROGERS PARK,Multifamily Housing,90000,2003,1,7,4026337.4,6754994,,,,119.8,218,126.7,222.3,1090.9,12.1,42.01036185,-87.66829765,"(42.01036185, -87.66829765)"
2016,135007,IRI Global Headquarters,150 N. Clinton Street,60661,NEAR WEST SIDE,Office,158110,1918,1,45,13847083.4,5091868.4,,,,119.8,308.8,123.5,312.7,2822.8,17.9,41.88477893,-87.64127771,"(41.88477893, -87.64127771)"
2015,158644,1340 N Astor,1340 N Astor,60610,NEAR NORTH SIDE,Multifamily Housing,260254,1970,1,35,4124477,27056495,,,,119.8,158.9,121.3,160.1,2266,8.7,41.9070422,-87.62817979,"(41.9070422, -87.62817979)"
2016,148481,1154 W LUNT,7011-7013 N SHERIDAN,60626,ROGERS PARK,Multifamily Housing,51959,1920,1,,432924.8,5779772,,,,119.6,143,130.7,153.3,386.8,7.4,42.01036185,-87.66829765,"(42.01036185, -87.66829765)"
2015,111893,Chicago Transit Authority - 120 N. Racine,120 North Racine,60607,NEAR WEST SIDE,Office,125763,1994,1,84,8154117,6877446,,,,119.5,261,119.5,261,2004,15.9,41.88355128,-87.65675926,"(41.88355128, -87.65675926)"
2017,160151,Clargran,501-515 N. Clark St.,60654,NEAR NORTH SIDE,Hotel,343240,2013,1,39,19267799,21707300,,,,119.4,242.7,118.7,240.6,4715.5,13.7,41.891372,-87.631065,"(41.891372, -87.631065)"
2017,131906,Parkshore Estates Nursing & Rehabilitatinon Center,6125 S Kenwood Ave,60637,WOODLAWN,Senior Care Community,128112,1975,1,26,3332504,11962100,,,,119.4,170.9,127.4,179,1189.8,9.3,41.78046327,-87.6053081,"(41.78046327, -87.6053081)"
2016,252041,Bookstore,970 East 58th Street,60637,HYDE PARK,Retail Store,50162,1902,1,27,2993071.9,,2997811.3,,,119.4,259.3,124.1,262,750.7,15,41.789588,-87.602326,"(41.789588, -87.602326)"
2016,160219,dana hotel and spa,660 N State St.,60654,NEAR NORTH SIDE,Hotel,165000,2008,1,42,9203672.1,10482065.2,,,,119.3,241.9,123.2,245.9,2253.2,13.7,41.894246,-87.628161,"(41.894246, -87.628161)"
2016,160186,Crowne Plaza Chicago Metro,733 W Madison St,60661,NEAR WEST SIDE,Hotel,244429,1965,1,39,12350471,16786762.4,,,,119.2,230.8,122,233.8,3168.1,13,41.88176792,-87.6467544,"(41.88176792, -87.6467544)"
2017,240400,4343 Clarendon (240400),4343 N. Clarendon,60613,UPTOWN,Multifamily Housing,414754,1973,1,27,8906316,40490011,,,,119.1,169.9,126.9,176.3,3797.4,9.2,41.96123446,-87.64920425,"(41.96123446, -87.64920425)"
2017,101705,Algonquin #4,1607 E. 50th Street,60615,KENWOOD,Multifamily Housing,59310,1950,1,26,977071,6089485,,,,119.1,159.5,128.9,170.1,504.1,8.5,41.80224043,-87.60332678,"(41.80224043, -87.60332678)"
2016,252250,Argyle,850 W. Argyle St.,60302,UPTOWN,Multifamily Housing,59000,1951,1,49,1085132,5939309.1,,,,119.1,163.5,130.8,175.8,515.5,8.7,41.97338532,-87.65197698,"(41.97338532, -87.65197698)"
2015,101883,Omni Hotel,676 N Michigan Ave,60611,NEAR NORTH SIDE,Hotel,440281,1990,1,14,44905196,7520853,,,,119.1,338.2,120.5,342.7,9422,21.4,41.89472393,-87.62492502,"(41.89472393, -87.62492502)"
2014,103611,Clark-Adams,105 W. Adams,60603,LOOP,Office,490273,1927,1,64,22359198,35944627,,,,119,220,114,214,6401,13.06,41.879395,-87.630986,"(41.879395, -87.630986)"
2014,103684,NMH Arkes Family Pavilion,676 N St. Clair St,60611,NEAR NORTH SIDE,Medical Office,675000,1980,1,62,80105094,240000,,,,119,373,116,364,16107,23.86,41.894419,-87.622789,"(41.894419, -87.622789)"
2017,159418,"Third Prairie Shores, LLC",3001 South King Dr,60616,DOUGLAS,Multifamily Housing,289267,1960,1,,4917323,29519515,,,,119,160.5,128.7,170.4,2477.1,8.6,41.83920388,-87.61661637,"(41.83920388, -87.61661637)"
2016,172787,Lake Meadows 3,3420 S Cottage Grove,60616,DOUGLAS,Multifamily Housing,107500,1952,1,51,953640.4,11839937.1,,,,119,143.5,131.6,156.7,804.7,7.5,41.84550365,-87.63055693,"(41.84550365, -87.63055693)"
2016,254164,Cudahy Library-ID#254164,6515 N Kenmore Ave,60626,Rogers Park,Library,124285,1930,1,,14784107.3,,,,,119,373.5,119,373.5,2725,21.9,42.00094554,-87.65816364,"(42.00094554, -87.65816364)"
2015,166787,St. Peter's Church,110 W Madison St,60602,LOOP,Worship Facility,68779,1900,1,1,2921493,5258684,,,,118.9,213.7,123.6,217.5,866,12.6,41.88232711,-87.63149179,"(41.88232711, -87.63149179)"
2016,172670,6560 W Fullerton at Bricktown Square,6560 W Fullerton Ave,60707,BELMONT CRAGIN,Strip Mall,116579,1987,1,,7828185.7,6028776,,,,118.9,265.1,122.1,268.5,1763.1,15.1,41.92368914,-87.78882768,"(41.92368914, -87.78882768)"
2017,118140,"RD Jet, LLC dba Restaurant Depot/Jetro Cash & Carry",1030 W Division Street,60642,NEAR NORTH SIDE,Wholesale Club/Supercenter,151161,1999,1,38,11008951,6953807,,,,118.8,277,124.7,282.6,2404.8,15.9,41.90475083,-87.65433247,"(41.90475083, -87.65433247)"
2016,131375,"BAI Century, LLC",2828 N. Clark St.,60657,LAKE VIEW,Enclosed Mall,174386,1925,1,,14609211.6,6115165.2,,,,118.8,299.9,122.7,303.9,3017.6,17.3,41.93377119,-87.64632294,"(41.93377119, -87.64632294)"
2017,172787,Lake Meadows 3,3420 S Cottage Grove,60616,DOUGLAS,Multifamily Housing,107500,1952,1,46,941313,11814903,,,,118.7,142.9,128,152.7,801.6,7.5,41.84550365,-87.63055693,"(41.84550365, -87.63055693)"
2017,175539,6244-46 S King Drive,6244-56 S. King Drive,60637,WASHINGTON PARK,Multifamily Housing,55000,1923,1,65,1089083,5441732,,,,118.7,166.1,128.1,175.9,490.4,8.9,41.78046327,-87.6053081,"(41.78046327, -87.6053081)"
2016,164512,The Salvation Army,506 N. Desplaines St,60654,WEST TOWN,Office,64464,1965,1,61,2916881.3,4736703,,,,118.7,219.2,124,221.6,789.2,12.2,41.89198218,-87.63699623,"(41.89198218, -87.63699623)"
2015,242510,The Residences at Joffrey Tower Condo Association,8 E Randolph,60601,LOOP,Multifamily Housing,410425,2008,1,26,12477937,24050100,,12178788,,118.7,186.7,120,188.1,4426,10.8,41.88447107,-87.6276261,"(41.88447107, -87.6276261)"
2017,105768,Clarendon Shores,4750 N. Clarendon Avenue,60640,UPTOWN,Multifamily Housing,50898,1959,1,36,1018946,5012831,,,,118.5,166.3,128.7,177.8,454.7,8.9,41.97223008,-87.6645957,"(41.97223008, -87.6645957)"
2015,251334,Seton Hall,2425 N. Sheffield,60614,LINCOLN PARK,College/University,50174,1989,1,,2041543,3905691,,,,118.5,209.5,124.5,215.8,618,12.3,41.92481459,-87.6532449,"(41.92481459, -87.6532449)"
2016,102125,Northwestern Medicine 259 East Erie,259 East Erie,60611,NEAR NORTH SIDE,Medical Office,729492,2014,1,,43610921.6,42815967.2,,,,118.5,249.3,118.5,249.3,10312.6,14.1,41.89404425,-87.62041608,"(41.89404425, -87.62041608)"
2015,158387,Chicago Mag Mile Courtyard,165 East Ontario St,60611,NEAR NORTH SIDE,Hotel,286929,2000,1,48,10267953,23693498,,,,118.4,199.1,121,201.2,3321,11.6,41.89313049,-87.62306158,"(41.89313049, -87.62306158)"
2016,250068,POLICE TRAINING ACADEMY,1300 W. Jackson Blvd.,60607,NEAR WEST SIDE,Adult Education,180000,1975,1,,12331575.3,8965532,,,,118.3,267.4,125.9,275.4,2749.2,15.3,41.87842264,-87.66057334,"(41.87842264, -87.66057334)"
2016,103692,333 South Wabash,333 S. Wabash,60604,LOOP,Office,1274198,1974,1,54,93474333.1,57291151.5,,,,118.3,277.6,123.2,282.6,20272.3,15.9,41.87740181,-87.62564302,"(41.87740181, -87.62564302)"
2017,251282,1100 N. Dearborn,1100 N. Dearborn St.,60610,NEAR NORTH SIDE,Multifamily Housing,179090,1930,1,36,3049528,18115327,,,,118.2,159.7,128.2,169.6,1526,8.5,41.90201818,-87.63035975,"(41.90201818, -87.63035975)"
2017,251896,Region 4 Off-CPS,4655 S DEARBORN ST,60609,GRAND BOULEVARD,Office,99100,1990,1,66,3066811,8642570,,,,118.2,188.7,135.6,207,1026.1,10.4,41.81013916,-87.62690203,"(41.81013916, -87.62690203)"
2015,158526,Chicago Marriott Downtown Magnificent Mile,541 North Rush Street,60611,NEAR NORTH SIDE,Hotel,950000,1978,1,44,48385333,63902698,,,,118.2,230.6,120.1,230.7,13115,13.8,41.89213144,-87.62485893,"(41.89213144, -87.62485893)"
2016,251392,Canty Elemen-CPS,3740 N Panama Ave,60634,DUNNING,K-12 School,78615,1936,1,36,2268567.8,7024991.8,,,,118.2,184.4,129,195.8,791.3,10.1,41.94793297,-87.82972259,"(41.94793297, -87.82972259)"
2016,105697,Dearborn Plaza,1030 n Dearborn st,60610,NEAR NORTH SIDE,Multifamily Housing,79152,1929,1,83,1795957.4,7555771.9,,,,118.1,171.5,126.4,178.9,732.4,9.3,41.9037528,-87.63558845,"(41.9037528, -87.63558845)"
2014,101742,James R Thompson Center,100 W. Randolph St.,60601,LOOP,Office,1200000,1985,1,44,84803793,56277851,,,,118,271,112,265,20027,16.69,41.88517287,-87.63173182,"(41.88517287, -87.63173182)"
2016,251240,5757 N Sheridan CA,5757 N. Sheridan Road,60660,EDGEWATER,Multifamily Housing,198785,1968,1,26,4062252.1,19391913.8,,,,118,166.6,128.2,175.8,1778.8,8.9,41.98719804,-87.65477168,"(41.98719804, -87.65477168)"
2017,113768,(IL614) - Constellation Condominium Association,1555 N Dearborn Parkway,60610,NEAR NORTH SIDE,Multifamily Housing,96824,1962,1,15,2342478,9065121,,,,117.8,174.3,127.9,184.8,914.6,9.4,41.9037528,-87.63558845,"(41.9037528, -87.63558845)"
2015,159419,"Fifth Praire Shores, LLC",2801 S King Drive,60616,DOUGLAS,Multifamily Housing,289267,1960,1,36,4345332,29724334,,,,117.8,155.1,123.6,161.1,2452,8.5,41.84364282,-87.61673336,"(41.84364282, -87.61673336)"
2016,158227,Grand Plaza,540 N. State St,60654,NEAR NORTH SIDE,Multifamily Housing,1119317,2003,1,30,33487265.1,62013184,,36350173.4,,117.8,184.6,122.2,190.2,11381.9,10.2,41.89192712,-87.62861779,"(41.89192712, -87.62861779)"
2016,251925,Peter V. Byrne Hall,2219 N. Kenmore ,60614,LINCOLN PARK,College/University,77485,1968,1,,1883809.6,7246464,,,,117.8,174.5,130.4,187.7,732.1,9.4,41.922073,-87.654665,"(41.922073, -87.654665)"
2015,135007,IRI Global Headquarters,150 N. Clinton Street,60661,NEAR WEST SIDE,Office,158110,1918,1,45,13580098,5053063,,,,117.8,303.3,120.2,305.7,2997,19,41.88477893,-87.64127771,"(41.88477893, -87.64127771)"
2015,121264,Chicago Theological Seminary,1407 East 60th Street,60637,WOODLAWN,College/University,80489,2011,1,,2652030,100690,5411913,1311840,,117.7,202,116.9,201.1,967,12,41.786046,-87.591237,"(41.786046, -87.591237)"
2017,252095,Press Office Building,1427 E. 60th Street,60637,WOODLAWN,Office,93852,2001,1,60,5098889,,5944914,,,117.7,246.8,120.9,250.4,1337.5,14.3,41.78575242,-87.59031146,"(41.78575242, -87.59031146)"
2015,129920,The Thompson Building,350 N. Clark St.,60654,NEAR NORTH SIDE,Office,111033,1912,1,25,10279329,2788787,,,,117.7,317.1,120.1,322.4,2213,19.9,41.88857037,-87.63107707,"(41.88857037, -87.63107707)"
2016,103638,The Field Museum,1400 South Lake Shore Drive,60605,NEAR SOUTH SIDE,Mixed Use Property,1300557,1921,1,,66879792.6,86143492.4,,,,117.7,230.7,120.6,232.7,16862,13,41.866211,-87.61703464,"(41.866211, -87.61703464)"
2017,160279,Millennium Park Plaza,151-155 N Michigan Ave,60601,LOOP,Multifamily Housing,610694,1982,1,1,47486647,24301837,,,,117.6,285.9,122.8,295.9,10070.8,16.5,41.88468249,-87.62412202,"(41.88468249, -87.62412202)"
2016,250035,Austin Polyt-CPS,231 N Pine Ave,60644,AUSTIN,K-12 School,392000,1930,1,31,9213270.1,36892514,,,,117.6,172.6,129.4,184.9,3657.7,9.3,41.8845591,-87.76218238,"(41.8845591, -87.76218238)"
2017,132117,#1914 - DAN RYAN,200-232 W 87TH ST,60620,CHATHAM,Retail Store,103580,1997,1,28,7356159,4819276,,,,117.5,247.7,123.9,253.7,1479.8,14.3,41.73721633,-87.63117106,"(41.73721633, -87.63117106)"
2016,254226,Oakdale Terrace,525 W. Oakdale Ave.,60657,Lake View,Multifamily Housing,60636,1971,1,47,1538013.6,5584600.2,,,,117.5,176.4,123.5,180.3,580.1,9.6,41.8842525,-87.63245,"(41.8842525, -87.63245)"
2016,111555,North Park Tower Cooperative,300 W. North Avenue,60610,LINCOLN PARK,Multifamily Housing,116032,1971,1,68,923802.4,12714899.8,,,,117.5,140.1,127.4,150.8,845.6,7.3,41.90383853,-87.63667998,"(41.90383853, -87.63667998)"
2016,121102,Lakeview Medical Campus LLC,1333 West Belmont ,60657,LAKE VIEW,Medical Office,53403,2011,1,20,6218107.3,59100,,,,117.5,366.8,120,374.6,1149.3,21.5,41.93972142,-87.66227322,"(41.93972142, -87.66227322)"
2017,240573,Faulkner House Condominium Association,70 W Burton Place,60610,NEAR NORTH SIDE,Multifamily Housing,213651,1966,1,24,4084638,20995150,,,,117.4,163.2,127.6,173.9,1870.4,8.8,41.90967117,-87.63125838,"(41.90967117, -87.63125838)"
2015,103692,CNA Building,333 S. Wabash,60604,LOOP,Office,1274198,1974,1,54,90638961,59004343,,,,117.4,272,120.4,275.1,21345,16.8,41.87740181,-87.62564302,"(41.87740181, -87.62564302)"
2015,251351,Owens-CPS,11445 S State St,60628,ROSELAND,K-12 School,75744,1980,1,3,4131843,4760556,,,,117.4,237.3,123.8,246.9,1083,14.3,41.68572209,-87.62254397,"(41.68572209, -87.62254397)"
2016,241989,30 East Elm Condominium Association,30 E Elm St,60611,NEAR NORTH SIDE,Multifamily Housing,102100,1958,1,28,2526894.8,9459331.3,,,,117.4,175,128.2,183.2,968.2,9.5,41.90322796,-87.62742084,"(41.90322796, -87.62742084)"
2017,121102,Lakeview Medical Campus LLC,1333 West Belmont,60657,LAKE VIEW,Medical Office,53403,2011,1,15,6251422,10300,,,,117.3,367.8,123.9,388.5,1156.4,21.7,41.93972142,-87.66227322,"(41.93972142, -87.66227322)"
2015,125859,730 Michigan Avenue,730 North Michigan Avenue,60611,NEAR NORTH SIDE,Other - Mall,228000,1997,1,,23565343,3189231,,,,117.3,339.2,117.3,339.2,4904,21.5,41.8960297,-87.62430773,"(41.8960297, -87.62430773)"
2016,242950,Park Place Chicago Condominium Association,600 N. Kingsbury Street,60654,NEAR NORTH SIDE,Multifamily Housing,269100,2002,1,14,6611643.9,16156661.7,,8797560.2,,117.3,172.9,120.6,176.6,,,41.89286738,-87.64141169,"(41.89286738, -87.64141169)"
2017,252041,Bookstore,970 East 58th Street,60637,HYDE PARK,Retail Store,50162,1902,1,30,2657094,,3223800,,,117.2,243.6,120.5,246.6,705.3,14.1,41.789588,-87.602326,"(41.789588, -87.602326)"
2016,157986,Essex INN,800 S Michigan Ave,60605,LOOP,Hotel,177769,1961,1,65,5845830.8,14983972.2,,,,117.2,191.8,123,195.8,1873.4,10.5,41.87155246,-87.6247301,"(41.87155246, -87.6247301)"
2017,254011,Sheridan Grande Condominium Association,4848 N. Sheridan Rd.,60640,Uptown,Multifamily Housing,77354,2006,1,11,2910555,6147619,,,,117.1,201.6,123.9,208.7,864.7,11.2,41.9726457,-87.66491,"(41.9726457, -87.66491)"
2016,251739,North Grand-CPS,4330 W Wabansia Ave,60639,HUMBOLDT PARK,K-12 School,205094,2000,1,20,13165161.1,10855285.9,,,,117.1,257.1,121.6,257.8,3003.2,14.6,41.911616,-87.735051,"(41.911616, -87.735051)"
2017,101755,Harris Bank Building,115 S. LaSalle Street,60603,LOOP,Office,1526102,1974,1,58,85654404,92860048,,,,117,240.1,121.3,244.7,20769.3,13.6,41.88031326,-87.63191186,"(41.88031326, -87.63191186)"
2017,158424,Virgin Hotel Chicago,203 North Wabash,60601,LOOP,Hotel,198000,1928,1,42,8117056,15058445,,,,117,194.6,121.5,199.3,2150.2,10.9,41.88619746,-87.62593056,"(41.88619746, -87.62593056)"
2017,101579,"First Praire Shores, LLC",2901 S King Drive,60616,DOUGLAS,Multifamily Housing,289267,1960,1,34,4618053,29222759,,,,117,156.2,126.6,166.2,2406,8.3,41.84146488,-87.61667463,"(41.84146488, -87.61667463)"
2014,101804,401 N Michigan Avenue,401 N Michigan Avenue,60611,NEAR NORTH SIDE,Office,878884,1965,1,74,34658345,67941037,,,,117,205,110,198,10572,12.03,41.88961452,-87.62297649,"(41.88961452, -87.62297649)"
2016,102766,Brandon Shores Condo Association,6150 N Kenmore ,60660,EDGEWATER,Multifamily Housing,54000,1962,1,30,1356273.8,4962500.3,,,,117,175.4,127.2,186,513.6,9.5,41.99090057,-87.66660744,"(41.99090057, -87.66660744)"
2017,103692,333 South Wabash,333 S. Wabash,60604,LOOP,Office,1274198,1974,1,55,89770061,59170698,,,,116.9,270,122.1,275.5,19740.8,15.5,41.87740181,-87.62564302,"(41.87740181, -87.62564302)"
2016,158526,33738-Chicago Marriott Dwntwn,540 North Michigan Avenue,60611,NEAR NORTH SIDE,Hotel,949542,1990,1,39,52025118.3,58998823.5,,,,116.9,237.3,120.4,237.2,12723,13.4,41.89213144,-87.62485893,"(41.89213144, -87.62485893)"
2015,160279,Millennium Park Plaza,151-155 N Michigan Ave,60601,LOOP,Multifamily Housing,610694,1982,1,,47465287,23932887,,,,116.9,285.2,120.3,291.6,10808,17.7,41.88468249,-87.62412202,"(41.88468249, -87.62412202)"
2015,172401,Harpo Studios,110 N Carpenter,60607,NEAR WEST SIDE,Other - Entertainment/Public Assembly,132726,1875,1,,11209116,4299867,,,,116.8,299.2,118.9,301.4,2480,18.7,41.883365,-87.653256,"(41.883365, -87.653256)"
2016,173612,Bell Federal Building,79 W. Monroe,60603,LOOP,Office,198650,1904,1,41,17926753.8,,,5281061.8,,116.8,309.9,120.6,327.2,3582.6,18,41.88067281,-87.63053977,"(41.88067281, -87.63053977)"
2015,132904,Edens Office,4801 West Peterson,60646,FOREST GLEN,Office,91200,1974,1,8,10308522,345741,,,,116.8,358.9,116.8,358.9,2090,22.9,41.98985293,-87.74879114,"(41.98985293, -87.74879114)"
2016,243199,Montgomery on Superior Condominium Association,500 W. Superior,60654,NEAR NORTH SIDE,Multifamily Housing,403260,2005,1,6,18598426.4,28484538.5,,,,116.8,219,126.2,228.9,4941,12.3,41.89587403,-87.64226427,"(41.89587403, -87.64226427)"
2016,251542,Boone Elemen-CPS,6710 N Washtenaw Ave,60645,WEST RIDGE,K-12 School,92344,1938,1,37,1949061.7,8832512.5,,,,116.8,166.7,126.3,176.7,828.4,9,42.00373408,-87.69785671,"(42.00373408, -87.69785671)"
2015,243199,Montgomery on Superior Condominium Association,500 W. Superior,60654,NEAR NORTH SIDE,Multifamily Housing,403260,2005,1,6,18233083,28837977,,,,116.7,217.1,121,221.1,5195,12.9,41.89587403,-87.64226427,"(41.89587403, -87.64226427)"
2017,135134,The Boyce Building,500-510 N. Dearborn St.,60654,NEAR NORTH SIDE,Office,149011,1912,1,69,5684327,11686000,,,,116.6,202.1,125.9,212,1671.7,11.2,41.89086835,-87.62991329,"(41.89086835, -87.62991329)"
2017,252250,Argyle Place Apartments,850 W. Argyle St.,60640,UPTOWN,Multifamily Housing,59000,1951,1,51,965920,5907810,,,,116.5,156.5,125.3,165.8,492.4,8.3,41.97338532,-87.65197698,"(41.97338532, -87.65197698)"
2017,134533,645 North Michigan,645 North Michigan Avenue,60611,NEAR NORTH SIDE,Office,215871,1962,1,52,13470013,11682603,,,,116.5,252.8,123.7,261.9,3111.1,14.4,41.89392128,-87.6241737,"(41.89392128, -87.6241737)"
